,movie_name,movie,opening,date_time,theaters,tot_gross,actors,directors
320,Ghostbusters (2016),Ghostbusters,"$46,018,755",2016-07-15,"3,963","$128,350,574","['Sigourney Weaver*', 'Melissa McCarthy', 'Kristen Wiig', 'Michael K. Williams', 'Chris Hemsworth']",['Paul Feig']
321,Central Intelligence,Central Intelligence,"$35,535,250",2016-06-17,"3,508","$127,440,871","['Dwayne Johnson', 'Kevin Hart', 'Amy Ryan']",['Rawson Marshall Thurber']
322,The Legend of Tarzan,The Legend of Tarzan,"$38,527,856",2016-07-01,"3,561","$126,643,061","['Alexander Skarsgård', 'Samuel L. Jackson', 'Margot Robbie', 'Christoph Waltz', 'Djimon Hounsou']",['David Yates']
323,Sully,Sully,"$35,028,301",2016-09-09,"3,525","$125,070,033","['Aaron Eckhart', 'Tom Hanks', 'Laura Linney']",['Clint Eastwood']
324,Bad Moms,Bad Moms,"$23,817,340",2016-07-29,"3,215","$113,257,297","['Mila Kunis', 'Kristen Bell', 'Christina Applegate', 'Jada Pinkett-Smith', 'Clark Duke']","['Jon Lucas', 'Scott Moore']"
325,The Angry Birds Movie,The Angry Birds Movie,"$38,155,177",2016-05-20,"3,932","$107,509,366","['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Sean Penn']",[]
326,Independence Day: Resurgence,Independence Day: Resurgence,"$41,039,944",2016-06-24,"4,130","$103,144,286","['Liam Hemsworth', 'Jeff Goldblum', 'Joey King']",['Roland Emmerich']
327,The Conjuring 2,The Conjuring 2,"$40,406,314",2016-06-10,"3,343","$102,470,008","['Vera Farmiga', 'Patrick Wilson']",['James Wan']
328,Arrival,Arrival,"$24,074,047",2016-11-11,"2,317","$100,546,139","['Amy Adams', 'Jeremy Renner', 'Forest Whitaker']",['Denis Villeneuve']
329,Passengers (2016),Passengers,"$14,869,736",2016-12-21,"3,478","$100,014,699","['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen', 'Laurence Fishburne']",['Morten Tyldum']
330,Sausage Party,Sausage Party,"$34,263,534",2016-08-12,"3,103","$97,685,686","['Seth Rogen', 'Kristen Wiig', 'Salma Hayek', 'Edward Norton', 'Michael Cera', 'James Franco', 'Jonah Hill', 'Paul Rudd', 'Danny McBride']",['Conrad Vernon']
331,The Magnificent Seven (2016),The Magnificent Seven,"$34,703,397",2016-09-23,"3,674","$93,432,655","['Cam Gigandet', 'Ethan Hawke', 'Chris Pratt', 'Peter Sarsgaard', 'Denzel Washington']",['Antoine Fuqua']
332,Ride Along 2,Ride Along 2,"$35,243,095",2016-01-15,"3,175","$91,221,830","['Kevin Hart', 'Ice Cube', 'Benjamin Bratt', 'Tyrese Gibson']",['Tim Story']
333,Don't Breathe,Don't Breathe,"$26,411,706",2016-08-26,"3,051","$89,217,875",[],['Fede Alvarez']
334,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,"$28,871,140",2016-09-30,"3,522","$87,242,834","['Eva Green', 'Allison Janney', 'Judi Dench', 'Samuel L. Jackson']",['Tim Burton']
335,The Accountant,The Accountant,"$24,710,273",2016-10-14,"3,332","$86,260,045","['Ben Affleck', 'Anna Kendrick']","[""Gavin O'Connor""]"
336,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,"$35,316,382",2016-06-03,"4,071","$82,051,601","['Megan Fox', 'Laura Linney', 'Tyler Perry']",['Dave Green']
337,The Purge: Election Year,The Purge: Election Year,"$31,515,110",2016-07-01,"2,796","$79,213,375",,
338,Alice Through the Looking Glass,Alice Through the Looking Glass,"$26,858,726",2016-05-27,"3,763","$77,041,381","['Johnny Depp', 'Anne Hathaway', 'Mia Wasikowska', 'Helena Bonham Carter', 'Rhys Ifans', 'Alan Rickman', 'Sacha Baron Cohen']",[]
339,Pete's Dragon (2016),Pete's Dragon,"$21,514,095",2016-08-12,"3,702","$76,233,151","['Bryce Dallas Howard', 'Robert Redford', 'Karl Urban']",
340,The Girl on the Train (2016),The Girl on the Train,"$24,536,265",2016-10-07,"3,144","$75,395,035","['Emily Blunt', 'Rebecca Ferguson', 'Luke Evans', 'Allison Janney', 'Edgar Ramirez', 'Lisa Kudrow']",['Tate Taylor']
341,Boo! A Madea Halloween,Boo! A Madea Halloween,"$28,501,448",2016-10-21,"2,260","$73,206,343","['Tyler Perry', 'Bella Thorne']",['Tyler Perry']
342,Storks,Storks,"$21,311,407",2016-09-23,"3,922","$72,679,278","['Andy Samberg', 'Jennifer Aniston', 'Ty Burrell', 'Kelsey Grammer', 'Jordan Peele']",['Nick Stoller']
343,10 Cloverfield Lane,10 Cloverfield Lane,"$24,727,437",2016-03-11,"3,391","$72,082,998","['Mary Elizabeth Winstead', 'John Goodman']",[]
344,Lights Out,Lights Out,"$21,688,103",2016-07-22,"2,818","$67,268,835","['Teresa Palmer', 'Billy Burke', 'Maria Bello']",['David F. Sandberg']
345,Hacksaw Ridge,Hacksaw Ridge,"$15,190,758",2016-11-04,"2,886","$67,209,615","['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer', 'Hugo Weaving', 'Vince Vaughn']",['Mel Gibson']
346,The Divergent Series: Allegiant,The Divergent Series: Allegiant,"$29,027,348",2016-03-18,"3,740","$66,184,051","['Ansel Elgort', 'Theo James', 'Octavia Spencer', 'Ray Stevenson', 'Miles Teller', 'Naomi Watts', 'Shailene Woodley']",['Robert Schwentke']
347,Now You See Me 2,Now You See Me 2,"$22,383,146",2016-06-10,"3,232","$65,075,540","['Mark Ruffalo', 'Woody Harrelson', 'Jesse Eisenberg', 'Dave Franco', 'Morgan Freeman', 'Michael Caine', 'Daniel Radcliffe']",['Jon Chu']
348,Ice Age: Collision Course,Ice Age: Collision Course,"$21,373,064",2016-07-22,"3,992","$64,063,008","['Adam DeVine', 'John Leguizamo', 'Queen Latifah', 'Simon Pegg', 'Jennifer Lopez']",[]
349,The Boss,The Boss,"$23,586,645",2016-04-08,"3,480","$63,285,885","['Melissa McCarthy', 'Kristen Bell', 'Kathy Bates']",[]
350,London Has Fallen,London Has Fallen,"$21,635,601",2016-03-04,"3,490","$62,678,608","['Angela Bassett', 'Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Jackie Earle Haley', 'Melissa Leo', 'Radha Mitchell']",
351,Miracles from Heaven,Miracles from Heaven,"$14,812,393",2016-03-16,"3,047","$61,705,123","['Eugenio Derbez', 'Jennifer Garner', 'Queen Latifah']",[]
352,Deepwater Horizon,Deepwater Horizon,"$20,223,544",2016-09-30,"3,259","$61,433,527","['Mark Wahlberg', 'Kurt Russell', 'Gina Rodriguez', 'John Malkovich', 'Kate Hudson', 'Peter Berg']",['Peter Berg']
353,Why Him?,Why Him?,"$11,002,986",2016-12-23,"2,917","$60,323,786","['James Franco', 'Bryan Cranston', 'Cedric the Entertainer']",[]
354,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,"$17,861,950",2016-03-25,"3,133","$59,689,605","['John Corbett', 'Nia Vardalos']",['Kirk Jones']
355,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,"$22,872,490",2016-10-21,"3,780","$58,697,076",['Tom Cruise'],['Edward Zwick']
356,Fences,Fences,"$129,462",2016-12-16,4,"$57,682,904","['Denzel Washington', 'Viola Davis']",['Denzel Washington']
357,Me Before You,Me Before You,"$18,723,269",2016-06-03,"2,704","$56,245,075",[],
358,The BFG,The BFG,"$18,775,350",2016-07-01,"3,357","$55,483,770","['Mark Rylance', 'Rebecca Hall', 'Jemaine Clement']",['Steven Spielberg']
359,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,"$21,760,405",2016-05-20,"3,384","$55,455,765","['Zac Efron', 'Rose Byrne', 'Seth Rogen', 'Chloe Moretz']",['Nick Stoller']
360,The Shallows,The Shallows,"$16,800,868",2016-06-24,"2,962","$55,124,043",,['Jaume Collet-Serra']
361,Office Christmas Party,Office Christmas Party,"$16,890,204",2016-12-09,"3,210","$54,767,494","['Jennifer Aniston', 'Jason Bateman']","['Josh Gordon', 'Will Speck']"
362,Assassin's Creed,Assassin's Creed,"$10,278,225",2016-12-21,"2,970","$54,647,948","['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons', 'Brendan Gleeson', 'Michael K. Williams']",[]
363,Barbershop: The Next Cut,Barbershop: The Next Cut,"$20,242,415",2016-04-15,"2,661","$54,030,051","['Ice Cube', 'Cedric the Entertainer', 'Regina Hall', 'Common', 'Nicki Minaj']",['Malcolm D. Lee']
364,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,"$16,194,738",2016-01-15,"2,389","$52,853,219",['John Krasinski'],['Michael Bay']
365,Lion,Lion,"$123,360",2016-11-25,4,"$51,738,905","['Nicole Kidman', 'Rooney Mara', 'Dev Patel']",
366,The Huntsman: Winter's War,The Huntsman: Winter's War,"$19,445,035",2016-04-22,"3,791","$48,390,190","['Chris Hemsworth', 'Charlize Theron', 'Jessica Chastain', 'Emily Blunt', 'Nick Frost', 'Sophie Cookson']",[]
367,Kubo and the Two Strings,Kubo and the Two Strings,"$12,608,372",2016-08-19,"3,260","$48,023,088","['Matthew McConaughey', 'Charlize Theron', 'Rooney Mara', 'Ralph Fiennes']",['Travis Knight']
368,Manchester by the Sea,Manchester by the Sea,"$256,498",2016-11-18,4,"$47,695,371","['Casey Affleck', 'Michelle Williams']",['Kenneth Lonergan']
369,Warcraft,Warcraft,"$24,166,110",2016-06-10,"3,400","$47,365,290","['Ben Foster', 'Paula Patton', 'Dominic Cooper']",['Duncan Jones']
370,How to Be Single,How to Be Single,"$17,878,911",2016-02-12,"3,343","$46,843,513","['Leslie Mann', 'Rebel Wilson']",
371,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,"$16,628,170",2016-07-08,"2,982","$46,009,673","['Adam DeVine', 'Zac Efron', 'Anna Kendrick', 'Aubrey Plaza']",
372,War Dogs,War Dogs,"$14,685,305",2016-08-19,"3,258","$43,034,523","['Jonah Hill', 'Miles Teller']",['Todd Phillips']
373,Almost Christmas,Almost Christmas,"$15,134,235",2016-11-11,"2,376","$42,158,780","['Danny Glover', 'Omar Epps', ""Mo'Nique""]",[]
374,Money Monster,Money Monster,"$14,788,157",2016-05-13,"3,104","$41,012,075","['George Clooney', ""Jack O'Connell"", 'Julia Roberts']",['Jodie Foster']
375,Allied,Allied,"$12,701,743",2016-11-23,"3,160","$40,098,064","['Marion Cotillard', 'Brad Pitt']",['Robert Zemeckis']
376,Nerve,Nerve,"$9,445,456",2016-07-27,"2,538","$38,583,626","['Dave Franco', 'Emma Roberts']","['Henry Joost', 'Ariel Schulman']"
377,Risen,Risen,"$11,801,271",2016-02-19,"2,915","$36,880,033",[],['Kevin Reynolds']
378,The Nice Guys,The Nice Guys,"$11,203,270",2016-05-20,"2,865","$36,261,763","['Ryan Gosling', 'Russell Crowe', 'Kim Basinger']",['Shane Black']
379,The Boy (2016),The Boy,"$10,778,392",2016-01-22,"2,671","$35,819,556",,['William Brent Bell']
380,Dirty Grandpa,Dirty Grandpa,"$11,111,875",2016-01-22,"2,912","$35,593,113","['Robert DeNiro', 'Zac Efron', 'Aubrey Plaza', 'Julianne Hough']",
381,Ouija: Origin of Evil,Ouija: Origin of Evil,"$14,065,500",2016-10-21,"3,167","$35,144,505",,['Mike Flanagan']
382,The 5th Wave,The 5th Wave,"$10,326,356",2016-01-22,"2,908","$34,916,787","['Chloe Moretz', 'Ron Livingston', 'Liev Schreiber']",
383,Inferno,Inferno,"$14,860,425",2016-10-28,"3,576","$34,343,574","['Tom Hanks', 'Felicity Jones', 'Irrfan Khan', 'Ben Foster', 'Omar Sy', 'Ben Foster']",['Ron Howard']
384,Mother's Day,Mother's Day,"$8,369,184",2016-04-29,"3,035","$32,492,859","['Jennifer Aniston', 'Kate Hudson', 'Timothy Olyphant', 'Julia Roberts', 'Jason Sudeikis']",['Garry Marshall']
385,Patriots Day,Patriots Day,"$161,306",2016-12-21,7,"$31,886,361","['Mark Wahlberg', 'Michelle Monaghan', 'John Goodman', 'Kevin Bacon']",['Peter Berg']
386,Gods of Egypt,Gods of Egypt,"$14,123,903",2016-02-26,"3,117","$31,153,464","['Gerard Butler', 'Geoffrey Rush']",['Alex Proyas']
387,Collateral Beauty,Collateral Beauty,"$7,102,085",2016-12-16,"3,028","$31,016,021","['Will Smith', 'Helen Mirren', 'Edward Norton', 'Naomie Harris', 'Keira Knightley', 'Kate Winslet']",['David Frankel']
388,"Hail, Caesar!","Hail, Caesar!","$11,355,225",2016-02-05,"2,232","$30,498,085","['Josh Brolin', 'George Clooney', 'Ralph Fiennes', 'Tilda Swinton', 'Channing Tatum', 'Scarlett Johansson', 'Jonah Hill', 'Frances McDormand']","['Ethan Coen', 'Joel Coen']"
389,When the Bough Breaks,When the Bough Breaks,"$14,202,323",2016-09-09,"2,246","$29,747,603","['Morris Chestnut', 'Regina Hall']",
390,Zoolander 2,Zoolander 2,"$13,841,146",2016-02-12,"3,394","$28,848,693","['Penelope Cruz', 'Will Ferrell', 'Ben Stiller', 'Kristen Wiig', 'Owen Wilson']",['Ben Stiller']
391,Moonlight (2016),Moonlight,"$402,075",2016-10-21,4,"$27,854,932",['Naomie Harris'],
392,The Finest Hours,The Finest Hours,"$10,288,932",2016-01-29,"3,143","$27,569,558","['Kyle Gallner', 'Chris Pine', 'Casey Affleck']",['Craig Gillespie']
393,Florence Foster Jenkins,Florence Foster Jenkins,"$6,601,313",2016-08-12,"1,528","$27,383,770","['Rebecca Ferguson', 'Hugh Grant', 'Meryl Streep']",['Stephen Frears']
394,Hell or High Water,Hell or High Water,"$621,329",2016-08-12,32,"$27,007,844","['Jeff Bridges', 'Chris Pine', 'Ben Foster']",
395,The Forest,The Forest,"$12,741,176",2016-01-08,"2,451","$26,594,261",,
396,Ben-Hur (2016),Ben-Hur,"$11,203,815",2016-08-19,"3,084","$26,410,477","['Rodrigo Santoro', 'Morgan Freeman']",['Timur Bekmambetov']
397,The Witch,The Witch,"$8,800,230",2016-02-19,"2,046","$25,138,705",,
398,Bridget Jones's Baby,Bridget Jones's Baby,"$8,571,785",2016-09-16,"2,927","$24,252,420","['Colin Firth', 'Renee Zellweger']",['Sharon Maguire']
399,Kevin Hart: What Now?,Kevin Hart: What Now?,"$11,767,210",2016-10-14,"2,567","$23,591,043",,
400,Star Wars: The Last Jedi,Star Wars: The Last Jedi,"$220,009,584",2017-12-15,"4,232","$620,181,382","['Mark Hamill', 'Carrie Fisher', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', ""Lupita Nyong'o"", 'Andy Serkis', 'Anthony Daniels', 'Benicio Del Toro']",['Rian Johnson']
401,Beauty and the Beast (2017),Beauty and the Beast,"$174,750,616",2017-03-17,"4,210","$504,014,165","['Emma Watson', 'Luke Evans', 'Emma Thompson', 'Kevin Kline', 'Dan Stevens', 'Ewan McGregor', 'Stanley Tucci', 'Ian McKellen', 'Josh Gad']",['Bill Condon']
402,Wonder Woman,Wonder Woman,"$103,251,471",2017-06-02,"4,165","$412,563,408","['Gal Gadot', 'Chris Pine', 'Robin Wright', 'Ewen Bremner']",['Patty Jenkins']
403,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,"$36,169,328",2017-12-20,"3,765","$404,134,301","['Dwayne Johnson', 'Jack Black', 'Kevin Hart', 'Karen Gillan', 'Nick Jonas']",['Jake Kasdan']
404,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,"$146,510,104",2017-05-05,"4,347","$389,813,101","['Michael Rooker', 'Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Karen Gillan', 'Elizabeth Debicki', 'Kurt Russell', 'Sylvester Stallone']",['James Gunn']
405,Spider-Man: Homecoming,Spider-Man: Homecoming,"$117,027,503",2017-07-07,"4,348","$334,201,140","['Tom Holland', 'Marisa Tomei', 'Robert Downey, Jr.', 'Michael Keaton', 'Jon Favreau']",[]
406,It,It,"$123,403,419",2017-09-08,"4,103","$327,481,748",[],['Andres Muschietti']
407,Thor: Ragnarok,Thor: Ragnarok,"$122,744,989",2017-11-03,"4,080","$315,058,289","['Chris Hemsworth', 'Mark Ruffalo', 'Cate Blanchett', 'Jeff Goldblum', 'Tessa Thompson', 'Karl Urban', 'Anthony Hopkins', 'Tom Hiddleston', 'Idris Elba', 'Benedict Cumberbatch']",['Taika Waititi']
408,Despicable Me 3,Despicable Me 3,"$72,434,025",2017-06-30,"4,529","$264,624,300","['Steve Carell', 'Trey Parker', 'Kristen Wiig', 'Steve Coogan', 'Julie Andrews']",['Pierre Coffin']
409,Justice League,Justice League,"$93,842,239",2017-11-17,"4,051","$229,024,295","['Ben Affleck', 'Henry Cavill', 'Gal Gadot', 'Jason Momoa', 'Ezra Miller', 'Amy Adams', 'Amber Heard', 'Jeremy Irons', 'Diane Lane', 'Billy Crudup']",['Zack Snyder']
410,Logan,Logan,"$88,411,916",2017-03-03,"4,071","$226,277,068","['Hugh Jackman', 'Patrick Stewart', 'Boyd Holbrook']",['James Mangold']
411,The Fate of the Furious,The Fate of the Furious,"$98,786,705",2017-04-14,"4,310","$226,008,385","['Vin Diesel', 'Dwayne Johnson', 'Tyrese Gibson', 'Charlize Theron', 'Michelle Rodriguez', 'Helen Mirren', ""Chris 'Ludacris' Bridges"", 'Jason Statham', 'Kristofer Hivju', 'Kurt Russell']",['F. Gary Gray']
412,Coco,Coco,"$50,802,605",2017-11-22,"3,987","$209,718,774","['Gael Garcia Bernal', 'Benjamin Bratt']",['Lee Unkrich']
413,Dunkirk,Dunkirk,"$50,513,488",2017-07-21,"3,720","$188,045,546","['Mark Rylance', 'Kenneth Branagh', 'Tom Hardy', 'Cillian Murphy']",['Christopher Nolan']
414,Get Out,Get Out,"$33,377,060",2017-02-24,"2,781","$176,040,665",[],['Jordan Peele']
415,The LEGO Batman Movie,The LEGO Batman Movie,"$53,003,468",2017-02-10,"4,088","$175,750,384","['Michael Cera', 'Rosario Dawson', 'Ralph Fiennes', 'Zach Galifianakis']",
416,The Boss Baby,The Boss Baby,"$50,198,902",2017-03-31,"3,773","$175,003,033","['Alec Baldwin', 'Lisa Kudrow']",['Tom McGrath']
417,The Greatest Showman,The Greatest Showman,"$8,805,843",2017-12-20,"3,006","$173,524,478","['Hugh Jackman', 'Michelle Williams', 'Zac Efron', 'Rebecca Ferguson']",
418,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,"$62,983,253",2017-05-26,"4,276","$172,558,876","['Johnny Depp', 'Javier Bardem', 'Brenton Thwaites', 'Geoffrey Rush', 'Orlando Bloom']","['Joachim Ronning', 'Espen Sandberg']"
419,Kong: Skull Island,Kong: Skull Island,"$61,025,472",2017-03-10,"3,846","$168,052,812","['Tom Hiddleston', 'Brie Larson', 'Samuel L. Jackson', 'John Goodman', 'John C. Reilly', 'Thomas Mann']",['Jordan Vogt-Roberts']
420,Cars 3,Cars 3,"$53,688,680",2017-06-16,"4,256","$152,901,115","['Owen Wilson', 'Chris Cooper', 'Larry the Cable Guy', 'Armie Hammer', 'Bonnie Hunt']",
421,War for the Planet of the Apes,War for the Planet of the Apes,"$56,262,929",2017-07-14,"4,022","$146,880,162","['Andy Serkis', 'Woody Harrelson']",['Matt Reeves']
422,Split,Split,"$40,010,975",2017-01-20,"3,038","$138,291,365",['James McAvoy'],['M. Night Shyamalan']
423,Wonder,Wonder,"$27,547,866",2017-11-17,"3,096","$132,422,809","['Julia Roberts', 'Owen Wilson']",['Stephen Chbosky']
424,Transformers: The Last Knight,Transformers: The Last Knight,"$44,680,073",2017-06-21,"4,069","$130,168,683","['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel', 'Stanley Tucci', 'Omar Sy', 'John Goodman']",['Michael Bay']
425,Girls Trip,Girls Trip,"$31,201,920",2017-07-21,"2,591","$115,171,585","['Jada Pinkett-Smith', 'Queen Latifah', 'Regina Hall', 'Tiffany Haddish']",['Malcolm D. Lee']
426,Fifty Shades Darker,Fifty Shades Darker,"$46,607,250",2017-02-10,"3,710","$114,581,250",['Kim Basinger'],['James Foley']
427,Baby Driver,Baby Driver,"$20,553,320",2017-06-28,"3,226","$107,825,862","['Ansel Elgort', 'Jon Hamm', 'Kevin Spacey', 'Jamie Foxx']",['Edgar Wright']
428,Pitch Perfect 3,Pitch Perfect 3,"$19,928,525",2017-12-22,"3,447","$104,897,530","['Anna Kendrick', 'Rebel Wilson']",
429,Daddy's Home 2,Daddy's Home 2,"$29,651,193",2017-11-10,"3,575","$104,029,443","['Mark Wahlberg', 'Will Ferrell', 'Mel Gibson', 'John Cena']",['Sean Anders']
430,Murder on the Orient Express (2017),Murder on the Orient Express,"$28,681,472",2017-11-10,"3,341","$102,826,543","['Kenneth Branagh', 'Johnny Depp', 'Michelle Pfeiffer', 'Daisy Ridley', 'Judi Dench', 'Penelope Cruz', 'Willem Dafoe', 'Josh Gad']",['Kenneth Branagh']
431,Annabelle: Creation,Annabelle: Creation,"$35,006,404",2017-08-11,"3,502","$102,092,201",[],['David F. Sandberg']
432,Kingsman: The Golden Circle,Kingsman: The Golden Circle,"$39,023,010",2017-09-22,"4,003","$100,234,838","['Taron Egerton', 'Sophie Cookson', 'Channing Tatum', 'Halle Berry', 'Colin Firth', 'Julianne Moore', 'Mark Strong', 'Jeff Bridges']",['Matthew Vaughn']
433,Blade Runner 2049,Blade Runner 2049,"$32,753,122",2017-10-06,"4,058","$92,054,159","['Ryan Gosling', 'Harrison Ford', 'Robin Wright', 'Jared Leto', 'Dave Bautista']",['Denis Villeneuve']
434,John Wick: Chapter Two,John Wick: Chapter Two,"$30,436,123",2017-02-10,"3,113","$92,029,184","['Common', 'Laurence Fishburne', 'John Leguizamo', 'Bridget Moynahan', 'Keanu Reeves']",['Chad Stahelski']
435,The Emoji Movie,The Emoji Movie,"$24,531,923",2017-07-28,"4,075","$86,089,513","['Jennifer Coolidge', 'Patrick Stewart']",
436,Power Rangers (2017),Power Rangers,"$40,300,288",2017-03-24,"3,693","$85,364,450","['Elizabeth Banks', 'Bryan Cranston']",['Dean Israelite']
437,Ferdinand,Ferdinand,"$13,401,586",2017-12-15,"3,621","$84,322,735","['John Cena', 'Gina Rodriguez', 'Boris Kodjoe', 'Carlos Saldanha']",['Carlos Saldanha']
438,The Post,The Post,"$526,011",2017-12-22,9,"$81,866,835","['Tom Hanks', 'Meryl Streep', 'Sarah Paulson', 'Jesse Plemons', 'Tracy Letts']",['Steven Spielberg']
439,The Mummy (2017),The Mummy,"$31,688,375",2017-06-09,"4,035","$80,227,895","['Tom Cruise', 'Sofia Boutella', 'Russell Crowe']",['Alex Kurtzman']
440,The Hitman's Bodyguard,The Hitman's Bodyguard,"$21,384,504",2017-08-18,"3,377","$75,468,583","['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek', 'Gary Oldman']",['Patrick Hughes']
441,Alien: Covenant,Alien: Covenant,"$36,160,621",2017-05-19,"3,761","$74,262,031","['Michael Fassbender', 'Katherine Waterston', 'Danny McBride', 'Billy Crudup']",['Ridley Scott']
442,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,"$23,851,539",2017-06-02,"3,434","$73,921,000","['Kevin Hart', 'Ed Helms', 'Jordan Peele']",['David Soren']
443,A Bad Moms Christmas,A Bad Moms Christmas,"$16,759,161",2017-11-01,"3,615","$72,110,659","['Mila Kunis', 'Kristen Bell', 'Susan Sarandon']","['Jon Lucas', 'Scott Moore']"
444,A Dog's Purpose,A Dog's Purpose,"$18,222,810",2017-01-27,"3,059","$64,508,620",['Dennis Quaid'],['Lasse Hallstrom']
445,The Shape of Water,The Shape of Water,"$166,564",2017-12-01,2,"$63,842,519","['Sally Hawkins', 'Michael Shannon', 'Octavia Spencer']",['Guillermo del Toro']
446,The LEGO Ninjago Movie,The LEGO Ninjago Movie,"$20,433,071",2017-09-22,"4,047","$59,281,555","['Jackie Chan', 'Dave Franco']",
447,Baywatch,Baywatch,"$18,503,871",2017-05-25,"3,647","$58,060,186","['Zac Efron', 'Dwayne Johnson']",['Seth Gordon']
448,The Shack,The Shack,"$16,172,119",2017-03-03,"2,888","$57,386,418","['Radha Mitchell', 'Octavia Spencer', 'Sam Worthington']",
449,Darkest Hour,Darkest Hour,"$175,006",2017-11-22,4,"$56,443,120",['Gary Oldman'],['Joe Wright']
450,Happy Death Day,Happy Death Day,"$26,039,025",2017-10-13,"3,149","$55,683,845",,['Christopher B. Landon']
451,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri","$322,168",2017-11-10,4,"$54,492,082","['Woody Harrelson', 'Sam Rockwell', 'Abbie Cornish', 'Frances McDormand']",[]
452,Atomic Blonde,Atomic Blonde,"$18,286,420",2017-07-28,"3,304","$51,687,870","['Charlize Theron', 'James McAvoy', 'John Goodman', 'Sofia Boutella']",['David Leitch']
453,American Made,American Made,"$16,776,390",2017-09-29,"3,024","$51,342,000","['Tom Cruise', 'Jesse Plemons']",['Doug Liman']
454,The Dark Tower,The Dark Tower,"$19,153,698",2017-08-04,"3,451","$50,701,325","['Matthew McConaughey', 'Idris Elba']",[]
455,Lady Bird,Lady Bird,"$364,437",2017-11-03,4,"$48,958,273","['Saoirse Ronan', 'Tracy Letts']",['Greta Gerwig']
456,Tyler Perry's Boo 2! A Madea Halloween,Tyler Perry's Boo 2! A Madea Halloween,"$21,226,953",2017-10-20,"2,388","$47,319,572",,['Tyler Perry']
457,Snatched,Snatched,"$19,542,248",2017-05-12,"3,501","$45,852,178",,['Jonathan Levine']
458,The Great Wall,The Great Wall,"$18,469,620",2017-02-17,"3,326","$45,540,830","['Willem Dafoe', 'Matt Damon']",['Zhang Yimou']
459,Smurfs: The Lost Village,Smurfs: The Lost Village,"$13,210,449",2017-04-07,"3,610","$45,020,282","['Julia Roberts', 'Michelle Rodriguez']",['Kelly Asbury']
460,Going in Style (2017),Going in Style,"$11,932,330",2017-04-07,"3,061","$45,018,541","['Michael Caine', 'Matt Dillon', 'Morgan Freeman', 'Joey King']",['Zach Braff']
461,All Eyez on Me,All Eyez on Me,"$26,435,354",2017-06-16,"2,471","$44,922,302",,[]
462,xXx: The Return of Xander Cage,xXx: The Return of Xander Cage,"$20,130,142",2017-01-20,"3,651","$44,898,413","['Vin Diesel', 'Donnie Yen', 'Samuel L. Jackson', 'Toni Collette', 'Tony Jaa', 'Ice Cube']",['D.J. Caruso']
463,47 Meters Down,47 Meters Down,"$11,205,561",2017-06-16,"2,270","$44,307,192",['Mandy Moore'],[]
464,The Big Sick,The Big Sick,"$421,577",2017-06-23,5,"$42,873,127","['Holly Hunter', 'Zoe Kazan']",[]
465,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,"$17,007,624",2017-07-21,"3,553","$41,189,488","['Cara Delevigne', 'Dane DeHaan', 'Clive Owen', 'Rihanna', 'Ethan Hawke', 'Rutger Hauer']",['Luc Besson']
466,The Star,The Star,"$9,812,674",2017-11-17,"2,837","$40,852,824","['Tracy Morgan', 'Tyler Perry', 'Christopher Plummer', 'Gina Rodriguez', 'Oprah Winfrey']",[]
467,Ghost in the Shell (2017),Ghost in the Shell,"$18,676,033",2017-03-31,"3,440","$40,563,557",['Scarlett Johansson'],['Rupert Sanders']
468,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,"$15,371,270",2017-05-12,"3,702","$39,175,066","['Jude Law', 'Djimon Hounsou', 'Eric Bana']",['Guy Ritchie']
469,Jigsaw,Jigsaw,"$16,640,452",2017-10-27,"2,941","$38,052,832",,[]
