Zip,Median,Median_adjusted,Mean
39663,"28,824","32,283","40,809"
39664,"31,222","34,969","48,195"
39665,"40,101","44,913","51,507"
39666,"38,249","42,838","54,100"
39667,"31,602","35,395","44,592"
39668,"29,268","32,780","39,983"
39669,"28,548","31,974","49,666"
39701,"23,492","26,311","40,251"
39702,"39,653","44,411","50,816"
39705,"52,162","58,421","68,438"
39730,"30,940","34,652","44,430"
39735,"29,395","32,923","39,227"
39736,"35,958","40,273","66,035"
39737,"40,519","45,381","50,532"
39739,"28,167","31,548","35,187"
39740,"46,423","51,994","58,763"
39741,"30,272","33,905","41,642"
39743,"22,030","24,674","38,274"
39744,"33,210","37,195","42,872"
39745,"31,414","35,183","45,102"
39746,"41,004","45,924","45,332"
39747,"31,089","34,820","45,051"
39750,"35,048","39,254","51,280"
39751,"33,564","37,592","42,299"
39752,"34,052","38,138","41,365"
39755,"30,770","34,462","41,500"
39756,"32,176","36,037","46,638"
39759,"29,871","33,456","47,535"
39760,"24,889","27,876","40,590"
39762,"37,583","42,093","57,754"
39766,"43,877","49,142","55,220"
39767,"35,530","39,794","45,445"
39769,"40,571","45,440","57,725"
39771,"40,519","45,381","50,532"
39772,"31,516","35,298","44,278"
39773,"30,578","34,247","45,836"
39776,"31,848","35,670","44,991"
39813,"27,384","30,670","38,897"
39815,"31,735","35,543","41,179"
39817,"30,596","34,267","40,714"
39819,"35,769","40,062","50,182"
39823,"27,402","30,690","43,183"
39824,"24,105","26,997","34,827"
39825,"27,678","30,999","39,455"
39826,"34,138","38,235","43,553"
39827,"30,083","33,693","40,421"
39828,"32,610","36,523","48,318"
39834,"39,216","43,922","60,710"
39836,"26,946","30,180","45,990"
39837,"31,104","34,836","43,408"
39840,"26,803","30,020","47,075"
39841,"27,459","30,754","40,206"
39842,"26,952","30,186","42,077"
39845,"36,135","40,471","54,885"
39846,"27,208","30,473","38,075"
39851,"26,250","29,400","33,711"
39854,"28,727","32,175","32,855"
39859,"31,062","34,790","39,800"
39861,"27,230","30,498","43,509"
39862,"32,966","36,922","37,198"
39866,"38,646","43,284","40,465"
39867,"27,218","30,484","37,385"
39870,"34,851","39,033","47,234"
39877,"28,713","32,159","41,339"
39885,"43,333","48,533","56,268"
39886,"24,082","26,972","33,416"
39897,"34,979","39,176","44,131"
40003,"57,822","64,761","69,909"
40004,"45,154","50,573","55,001"
40006,"50,049","56,055","55,047"
40007,"47,782","53,516","51,417"
40008,"52,886","59,232","55,465"
40009,"37,959","42,514","43,014"
40010,"111,023","124,346","131,030"
40011,"45,700","51,184","54,748"
40012,"52,415","58,705","54,553"
40013,"60,310","67,547","66,811"
40014,"82,989","92,948","100,044"
40019,"35,932","40,244","51,647"
40020,"60,076","67,285","66,312"
40022,"70,167","78,587","124,935"
40023,"79,086","88,576","90,887"
40025,"110,350","123,592","181,560"
40026,"106,605","119,398","117,035"
40031,"64,234","71,942","76,342"
40033,"38,352","42,954","50,894"
40036,"47,256","52,927","51,404"
40037,"38,416","43,026","47,764"
40040,"49,615","55,569","54,040"
40041,"65,721","73,608","118,108"
40045,"44,680","50,042","54,876"
40046,"53,181","59,563","58,965"
40047,"56,088","62,818","63,848"
40048,"60,076","67,285","66,312"
40049,"37,158","41,617","46,400"
40050,"40,448","45,302","51,231"
40051,"40,779","45,673","53,521"
40052,"38,691","43,334","51,392"
40055,"51,187","57,329","59,110"
40056,"69,015","77,297","80,359"
40057,"49,475","55,412","55,695"
40058,"40,448","45,302","51,231"
40059,"115,056","128,863","155,116"
40060,"37,680","42,202","45,466"
40062,"37,095","41,546","46,224"
40063,"49,694","55,657","58,773"
40065,"52,109","58,362","65,730"
40067,"71,348","79,910","99,682"
40068,"48,630","54,465","58,842"
40069,"44,502","49,843","56,837"
40070,"41,568","46,556","51,791"
40071,"61,431","68,803","69,503"
40075,"46,530","52,114","56,690"
40076,"60,736","68,024","64,175"
40077,"59,398","66,526","74,296"
40078,"37,404","41,892","42,670"
40104,"41,313","46,271","49,715"
40107,"43,504","48,724","56,297"
40108,"44,965","50,361","52,563"
40109,"37,324","41,803","50,138"
40110,"53,500","59,920","60,294"
40111,"41,545","46,530","46,293"
40115,"34,288","38,403","46,215"
40117,"52,088","58,338","52,976"
40118,"42,604","47,716","50,445"
40119,"40,888","45,795","49,977"
40121,"43,642","48,879","46,601"
40140,"35,594","39,866","46,551"
40142,"46,343","51,904","50,273"
40143,"36,973","41,409","45,923"
40144,"35,886","40,192","46,681"
40145,"46,441","52,014","50,087"
40146,"31,576","35,365","46,649"
40150,"50,841","56,941","59,527"
40152,"46,441","52,014","50,087"
40155,"33,958","38,033","39,204"
40157,"40,979","45,896","49,817"
40160,"45,993","51,512","55,328"
40161,"41,313","46,271","49,715"
40162,"54,688","61,251","61,212"
40165,"49,265","55,177","58,582"
40170,"34,224","38,331","46,688"
40171,"31,591","35,382","46,830"
40175,"50,898","57,006","58,664"
40176,"35,998","40,318","48,138"
40177,"31,422","35,193","41,123"
40178,"46,441","52,014","50,087"
40202,"18,150","20,328","32,349"
40203,"16,629","18,624","25,932"
40204,"43,421","48,631","63,257"
40205,"68,359","76,562","83,664"
40206,"47,341","53,022","62,556"
40207,"70,284","78,718","97,980"
40208,"24,905","27,894","34,623"
40209,"29,042","32,527","34,956"
40210,"19,521","21,864","28,508"
40211,"23,444","26,257","31,929"
40212,"25,590","28,660","32,519"
40213,"39,716","44,482","50,492"
40214,"38,146","42,724","48,349"
40215,"26,230","29,378","34,195"
40216,"41,502","46,482","48,274"
40217,"42,384","47,470","49,487"
40218,"35,297","39,532","46,036"
40219,"40,891","45,798","46,953"
40220,"50,280","56,314","63,017"
40222,"67,257","75,327","88,581"
40223,"65,417","73,267","89,020"
40228,"55,363","62,006","61,711"
40229,"53,147","59,525","59,544"
40241,"82,110","91,963","106,649"
40242,"53,292","59,688","67,784"
40243,"62,104","69,556","79,875"
40245,"96,179","107,721","118,534"
40258,"47,731","53,459","55,571"
40272,"44,898","50,286","51,386"
40280,"92,128","103,183","127,012"
40291,"62,665","70,185","70,433"
40299,"67,500","75,600","77,932"
40310,"53,243","59,632","61,414"
40311,"41,001","45,921","46,706"
40312,"31,759","35,570","40,888"
40313,"27,558","30,865","40,340"
40322,"18,602","20,834","23,054"
40324,"62,459","69,954","70,884"
40328,"36,384","40,750","42,673"
40330,"45,654","51,132","55,149"
40334,"32,729","36,657","42,160"
40336,"29,108","32,601","38,790"
40337,"33,432","37,444","43,171"
40339,"101,542","113,727","155,263"
40342,"55,492","62,151","61,645"
40346,"33,627","37,663","42,141"
40347,"61,087","68,417","75,055"
40348,"41,667","46,667","46,549"
40350,"39,139","43,836","45,242"
40351,"34,766","38,938","48,500"
40353,"38,050","42,616","51,589"
40356,"43,303","48,500","54,967"
40358,"27,242","30,511","33,790"
40359,"45,359","50,802","51,289"
40360,"33,858","37,921","42,142"
40361,"33,185","37,167","42,386"
40363,"45,315","50,753","52,181"
40370,"69,102","77,395","72,171"
40371,"25,544","28,610","31,799"
40372,"64,396","72,124","82,966"
40374,"27,128","30,384","43,715"
40376,"32,083","35,933","40,700"
40379,"55,359","62,002","64,265"
40380,"32,045","35,890","40,675"
40383,"59,280","66,394","73,188"
40385,"43,280","48,474","51,428"
40387,"1,855","2,077","4,183"
40390,"42,460","47,556","58,656"
40391,"47,844","53,586","58,536"
40402,"25,310","28,347","33,968"
40403,"42,095","47,147","50,275"
40404,"50,400","56,448","53,296"
40409,"33,356","37,359","45,013"
40419,"29,710","33,275","37,806"
40422,"43,366","48,570","59,105"
40434,"20,000","22,400","33,632"
40437,"33,809","37,866","41,736"
40440,"36,167","40,507","39,987"
40442,"31,130","34,865","38,204"
40444,"40,342","45,183","49,989"
40445,"16,874","18,899","23,442"
40447,"21,470","24,046","32,288"
40448,"36,824","41,243","45,446"
40456,"32,159","36,018","41,655"
40460,"16,607","18,600","23,136"
40461,"52,615","58,929","59,735"
40464,"37,611","42,124","42,953"
40468,"43,899","49,167","52,277"
40472,"29,704","33,269","42,643"
40475,"41,815","46,832","55,343"
40481,"21,793","24,408","29,427"
40484,"32,831","36,771","42,578"
40486,"23,193","25,976","33,860"
40489,"32,339","36,220","38,033"
40502,"56,941","63,774","88,727"
40503,"57,392","64,279","68,977"
40504,"35,719","40,005","43,331"
40505,"34,258","38,369","46,651"
40506,"20,768","23,260","22,503"
40507,"18,711","20,956","39,534"
40508,"21,482","24,059","31,689"
40509,"73,222","82,008","87,610"
40510,"87,847","98,389","90,408"
40511,"57,592","64,503","65,141"
40513,"95,529","106,992","122,836"
40514,"76,745","85,955","86,618"
40515,"72,048","80,694","88,757"
40516,"73,988","82,867","104,733"
40517,"38,965","43,641","47,131"
40601,"49,853","55,835","62,466"
40604,"36,714","41,120","45,135"
40701,"31,641","35,438","42,233"
40729,"29,529","33,072","56,465"
40734,"28,342","31,743","36,757"
40737,"44,477","49,815","48,312"
40740,"35,908","40,217","44,298"
40741,"35,759","40,051","49,525"
40743,"44,810","50,187","48,538"
40744,"40,532","45,396","54,000"
40759,"23,558","26,385","38,692"
40763,"22,026","24,669","29,405"
40769,"23,574","26,403","36,892"
40771,"26,662","29,861","38,592"
40801,"20,645","23,122","28,639"
40806,"30,112","33,726","40,651"
40808,"21,420","23,991","34,450"
40810,"22,115","24,769","36,110"
40813,"28,596","32,027","39,752"
40815,"26,153","29,291","37,929"
40816,"19,605","21,958","30,113"
40818,"25,996","29,116","37,372"
40819,"34,886","39,072","38,220"
40820,"25,996","29,116","37,372"
40823,"24,935","27,927","33,722"
40824,"32,267","36,139","38,275"
40826,"34,403","38,531","34,310"
40827,"19,605","21,958","30,113"
40828,"20,927","23,438","28,462"
40829,"28,702","32,146","46,967"
40830,"28,702","32,146","46,967"
40831,"28,105","31,478","45,866"
40840,"19,860","22,243","30,722"
40843,"23,229","26,016","27,016"
40844,"19,605","21,958","30,113"
40845,"22,377","25,062","31,885"
40847,"20,645","23,122","28,639"
40849,"23,229","26,016","27,016"
40854,"29,422","32,953","38,334"
40856,"26,293","29,448","36,838"
40858,"19,605","21,958","30,113"
40862,"34,403","38,531","34,310"
40863,"25,996","29,116","37,372"
40865,"38,235","42,823","47,675"
40868,"26,759","29,970","36,001"
40870,"38,235","42,823","47,675"
40873,"33,727","37,774","38,244"
40874,"19,227","21,534","29,463"
40902,"25,110","28,123","28,616"
40903,"20,412","22,862","34,665"
40906,"21,505","24,086","34,953"
40913,"20,258","22,688","25,787"
40914,"27,132","30,388","37,284"
40915,"20,935","23,447","38,642"
40921,"17,898","20,046","28,190"
40923,"27,418","30,708","40,386"
40927,"23,229","26,016","27,016"
40935,"18,295","20,490","35,150"
40939,"24,902","27,890","44,684"
40940,"24,713","27,679","35,427"
40941,"20,551","23,017","32,193"
40943,"30,878","34,583","41,166"
40946,"30,878","34,583","41,166"
40949,"20,371","22,816","38,797"
40953,"30,878","34,583","41,166"
40958,"25,104","28,117","29,043"
40962,"21,663","24,262","34,581"
40964,"28,702","32,146","46,967"
40965,"23,804","26,661","33,548"
40972,"17,815","19,953","28,353"
40977,"28,112","31,486","41,782"
40979,"19,605","21,958","30,113"
40982,"14,975","16,772","30,697"
40983,"20,200","22,624","37,754"
40988,"24,598","27,550","30,323"
40995,"17,898","20,046","28,190"
40997,"14,975","16,772","30,697"
41001,"71,523","80,105","79,217"
41002,"32,271","36,144","48,007"
41003,"38,431","43,042","51,049"
41004,"38,743","43,392","47,912"
41005,"69,015","77,296","79,581"
41006,"53,739","60,188","61,529"
41007,"62,519","70,021","71,542"
41008,"36,876","41,301","53,914"
41010,"41,817","46,835","50,492"
41011,"40,197","45,020","56,877"
41014,"37,857","42,400","42,843"
41015,"50,096","56,108","60,497"
41016,"39,644","44,402","53,953"
41017,"68,348","76,550","90,400"
41018,"55,939","62,651","65,196"
41030,"49,064","54,951","60,903"
41031,"39,902","44,690","48,643"
41033,"51,468","57,644","58,773"
41034,"45,558","51,025","54,077"
41035,"43,488","48,707","57,831"
41039,"36,044","40,369","45,379"
41040,"37,582","42,092","46,161"
41041,"29,946","33,540","43,215"
41042,"59,669","66,830","66,549"
41043,"44,036","49,321","53,585"
41044,"40,532","45,396","49,202"
41045,"44,080","49,369","51,373"
41046,"39,312","44,030","46,651"
41048,"93,170","104,351","107,160"
41049,"32,170","36,030","46,895"
41051,"68,380","76,585","72,754"
41052,"42,304","47,380","58,662"
41055,"52,966","59,322","74,877"
41056,"38,254","42,844","53,217"
41059,"62,520","70,023","76,879"
41062,"45,558","51,025","54,077"
41063,"50,256","56,287","60,293"
41064,"27,416","30,705","37,936"
41071,"40,083","44,893","54,135"
41073,"45,130","50,545","52,708"
41074,"40,538","45,403","48,359"
41075,"64,800","72,577","86,424"
41076,"51,837","58,058","62,953"
41080,"64,161","71,860","80,106"
41083,"43,640","48,877","50,556"
41085,"54,318","60,836","71,072"
41086,"42,370","47,454","49,090"
41091,"84,179","94,280","97,952"
41092,"57,304","64,180","71,660"
41093,"29,937","33,530","41,970"
41094,"66,780","74,794","79,936"
41095,"42,075","47,124","48,133"
41097,"39,803","44,579","50,769"
41098,"47,214","52,880","54,231"
41099,"43,151","48,329","60,769"
41101,"36,312","40,670","54,605"
41102,"45,025","50,428","57,392"
41121,"44,872","50,257","52,014"
41124,"26,476","29,653","36,491"
41129,"43,656","48,895","53,441"
41132,"31,707","35,511","42,448"
41135,"33,324","37,323","38,763"
41139,"41,418","46,388","51,287"
41141,"29,689","33,252","38,225"
41142,"27,791","31,126","37,280"
41143,"35,986","40,304","48,756"
41144,"42,863","48,007","50,656"
41146,"32,283","36,157","43,389"
41149,"17,375","19,460","36,263"
41159,"26,691","29,894","36,771"
41164,"26,469","29,645","36,904"
41166,"28,420","31,830","37,820"
41168,"46,566","52,154","59,089"
41169,"50,638","56,715","69,281"
41171,"3,494","3,913","7,292"
41174,"28,711","32,156","37,899"
41175,"33,876","37,941","41,116"
41179,"24,245","27,155","38,463"
41180,"26,327","29,486","36,099"
41183,"38,460","43,075","55,395"
41189,"30,625","34,300","46,390"
41201,"23,509","26,330","33,676"
41203,"25,000","28,000","34,942"
41204,"27,822","31,160","36,703"
41214,"25,778","28,871","41,342"
41216,"35,228","39,456","44,703"
41219,"38,281","42,874","47,327"
41222,"35,277","39,510","49,616"
41224,"25,673","28,753","40,475"
41226,"38,327","42,926","47,359"
41230,"29,956","33,550","42,412"
41231,"24,272","27,184","34,401"
41232,"23,122","25,896","34,580"
41234,"31,167","34,907","40,461"
41238,"38,155","42,733","48,193"
41240,"29,569","33,118","49,404"
41250,"20,683","23,165","32,472"
41254,"22,515","25,217","36,157"
41255,"23,227","26,014","38,949"
41256,"32,197","36,060","53,329"
41257,"22,335","25,015","36,416"
41260,"26,466","29,642","35,179"
41262,"25,778","28,871","41,342"
41263,"25,042","28,047","35,606"
41264,"23,509","26,330","33,676"
41265,"35,959","40,274","45,846"
41267,"25,000","28,000","34,942"
41268,"35,419","39,670","46,877"
41271,"26,466","29,642","35,179"
41274,"25,367","28,411","45,031"
41301,"20,934","23,447","29,330"
41311,"25,476","28,534","33,780"
41314,"19,678","22,039","33,496"
41317,"17,500","19,600","27,339"
41332,"25,046","28,051","40,920"
41339,"21,636","24,233","35,932"
41348,"17,236","19,305","25,840"
41352,"30,104","33,716","43,565"
41360,"21,486","24,064","31,257"
41365,"20,149","22,567","30,066"
41366,"18,714","20,960","29,055"
41367,"40,262","45,093","44,241"
41385,"16,894","18,921","38,508"
41390,"16,127","18,062","19,530"
41397,"25,225","28,252","36,027"
41408,"30,104","33,716","43,565"
41421,"24,500","27,440","42,507"
41425,"29,980","33,578","95,656"
41464,"17,878","20,023","33,004"
41465,"22,990","25,749","36,915"
41472,"28,100","31,472","47,167"
41501,"34,821","38,999","52,235"
41503,"36,071","40,400","55,234"
41512,"33,017","36,979","50,540"
41513,"27,306","30,583","36,502"
41514,"34,253","38,363","48,681"
41517,"25,900","29,008","40,414"
41519,"33,088","37,059","39,960"
41522,"32,424","36,314","39,831"
41524,"36,618","41,012","44,736"
41526,"33,588","37,619","48,401"
41527,"36,071","40,400","55,234"
41528,"22,061","24,709","30,463"
41531,"31,411","35,180","43,381"
41534,"37,896","42,444","39,546"
41535,"32,192","36,055","45,280"
41537,"27,373","30,658","39,648"
41538,"28,549","31,975","37,876"
41539,"38,810","43,467","47,372"
41540,"36,618","41,012","44,736"
41543,"31,411","35,180","43,381"
41544,"26,031","29,154","36,432"
41547,"21,861","24,484","30,162"
41548,"36,618","41,012","44,736"
41553,"21,861","24,484","30,162"
41554,"36,025","40,348","44,026"
41555,"31,411","35,180","43,381"
41557,"38,545","43,170","47,055"
41558,"26,213","29,359","36,706"
41559,"28,342","31,743","36,874"
41560,"30,982","34,700","39,814"
41562,"30,784","34,478","37,752"
41563,"32,515","36,417","49,117"
41564,"33,382","37,388","40,424"
41566,"36,618","41,012","44,736"
41567,"31,411","35,180","43,381"
41568,"21,861","24,484","30,162"
41571,"41,403","46,371","53,078"
