Zip,Median,Median_adjusted,Mean,Pop
31071,"42,748","47,877","49,626","1,199"
31072,"27,323","30,602","40,832","1,326"
31075,"44,266","49,578","49,223","2,496"
31076,"27,922","31,273","39,249","3,064"
31077,"32,078","35,928","37,748","1,275"
31078,"25,808","28,905","50,954","3,566"
31079,"34,634","38,791","41,572","2,398"
31081,"24,770","27,742","34,400",251
31082,"30,384","34,030","41,600","10,408"
31083,"26,031","29,155","34,882",362
31084,"26,172","29,313","39,985",129
31085,"44,460","49,795","56,938","1,043"
31087,"23,403","26,211","30,376","9,656"
31088,"57,893","64,841","67,862","50,163"
31089,"32,520","36,423","42,274","4,838"
31090,"37,622","42,136","44,735","1,038"
31091,"31,259","35,010","39,981","5,189"
31092,"31,316","35,074","44,966","7,420"
31093,"41,030","45,954","48,926","28,087"
31094,"34,121","38,216","45,595","1,114"
31096,"25,265","28,297","37,413","7,395"
31097,"44,573","49,922","54,227","1,302"
31098,"47,965","53,721","51,463","2,888"
31201,"21,694","24,298","31,654","8,761"
31204,"33,683","37,725","44,663","31,482"
31206,"27,999","31,358","37,535","29,072"
31207,"9,300","10,416","18,340",974
31210,"62,369","69,853","84,972","30,968"
31211,"43,031","48,194","53,044","16,282"
31216,"60,590","67,861","65,268","16,109"
31217,"31,974","35,811","39,114","18,408"
31220,"57,138","63,995","76,663","13,839"
31301,"32,609","36,522","38,477","4,591"
31302,"54,152","60,650","61,272","7,853"
31303,"64,996","72,796","65,226","1,999"
31304,"37,917","42,467","48,179",132
31305,"39,455","44,189","47,243","5,989"
31307,"45,463","50,919","60,045",998
31308,"47,290","52,964","54,413","7,305"
31309,"47,387","53,074","53,880","1,210"
31312,"56,808","63,625","63,986","16,443"
31313,"44,069","49,357","50,700","40,302"
31314,"70,281","78,715","67,003","1,931"
31315,"35,846","40,148","37,720","7,488"
31316,"40,506","45,367","42,825","9,749"
31318,"45,463","50,919","60,045",341
31320,"54,503","61,043","59,929","8,794"
31321,"48,835","54,695","56,118","6,326"
31322,"42,819","47,958","47,447","13,264"
31323,"34,008","38,089","47,339","1,762"
31324,"77,106","86,359","88,790","20,495"
31326,"61,642","69,039","72,789","19,269"
31327,"37,917","42,467","48,179",195
31328,"53,309","59,706","76,834","3,306"
31329,"55,857","62,559","61,908","9,034"
31331,"37,665","42,185","51,991","7,856"
31401,"22,949","25,703","39,441","21,685"
31404,"30,787","34,482","42,275","31,024"
31405,"41,926","46,957","53,362","37,207"
31406,"51,711","57,916","68,273","33,965"
31408,"29,458","32,993","34,684","8,272"
31409,"34,405","38,534","38,718",652
31410,"66,667","74,667","84,108","23,654"
31411,"96,925","108,556","147,200","8,384"
31415,"24,331","27,251","32,234","12,089"
31419,"52,206","58,471","62,233","50,954"
31501,"36,731","41,139","47,321","15,576"
31503,"38,920","43,590","50,061","21,116"
31510,"33,926","37,997","45,825","9,848"
31512,"42,892","48,039","55,255","2,248"
31513,"36,526","40,909","46,589","16,084"
31516,"39,194","43,897","48,570","14,735"
31518,"46,963","52,598","46,389",704
31519,"34,101","38,193","50,097","3,569"
31520,"29,871","33,456","44,452","22,336"
31522,"80,117","89,731","110,367","14,447"
31523,"57,919","64,869","66,641","13,229"
31525,"51,250","57,401","63,587","28,247"
31527,"61,572","68,961","66,542",805
31532,"35,439","39,692","51,187",727
31533,"35,017","39,219","46,741","17,494"
31535,"34,351","38,473","43,876","11,264"
31537,"40,941","45,854","48,614","10,097"
31539,"33,279","37,272","40,170","14,468"
31542,"40,709","45,594","50,947","2,811"
31543,"37,031","41,475","48,580","4,796"
31544,"20,620","23,095","32,653",994
31545,"35,806","40,103","47,065","16,133"
31546,"38,366","42,970","56,209","8,095"
31547,"41,860","46,883","45,745","1,293"
31548,"47,057","52,703","55,714","20,020"
31549,"21,879","24,504","33,274","2,239"
31550,"33,597","37,628","43,319",780
31551,"43,570","48,798","49,674","1,020"
31552,"44,784","50,158","56,361",932
31553,"34,041","38,126","45,085","5,237"
31554,"29,921","33,512","43,507","7,076"
31555,"39,105","43,798","50,925","2,868"
31556,"38,598","43,230","48,624",67
31557,"38,682","43,323","48,592","3,043"
31558,"54,294","60,809","61,474","20,373"
31560,"40,928","45,839","47,894","2,842"
31561,"86,585","96,975","118,497",298
31562,"39,803","44,579","47,744","2,177"
31563,"45,582","51,052","47,478","1,324"
31565,"38,824","43,483","46,404","1,841"
31566,"37,327","41,806","48,531","3,471"
31567,"27,107","30,360","42,806",782
31568,"38,824","43,483","46,404","1,273"
31569,"58,519","65,541","69,254","5,580"
31601,"28,722","32,168","38,210","32,730"
31602,"43,060","48,227","55,594","34,702"
31605,"48,117","53,891","53,099","17,009"
31606,"45,592","51,063","53,786","3,861"
31620,"36,758","41,169","42,926","10,690"
31622,"31,308","35,065","46,001","2,178"
31624,"35,339","39,579","41,846","1,273"
31625,"46,382","51,948","54,982","1,171"
31626,"31,174","34,915","49,249","3,463"
31627,"32,928","36,879","38,014",239
31629,"36,016","40,338","44,462",902
31630,"10,387","11,633","14,086",167
31631,"24,146","27,044","33,868",559
31632,"52,552","58,859","62,790","9,746"
31634,"3,886","4,352","5,676","1,030"
31635,"34,697","38,861","44,464","6,513"
31636,"44,756","50,127","56,582","9,539"
31637,"24,294","27,209","39,579","2,848"
31638,"46,323","51,881","55,062","1,045"
31639,"31,698","35,502","39,487","10,537"
31641,"39,577","44,327","47,184","1,831"
31642,"33,711","37,756","42,768","4,892"
31643,"35,901","40,210","51,048","8,709"
31645,"34,291","38,406","41,146","4,554"
31647,"35,937","40,250","44,233","3,535"
31648,"30,625","34,300","38,904","1,040"
31649,"48,558","54,385","58,582","1,056"
31650,"33,245","37,234","46,849","3,311"
31698,"18,799","21,055","42,294","2,223"
31699,"54,177","60,678","57,078",621
31701,"24,689","27,652","34,218","20,552"
31705,"28,735","32,183","36,883","35,565"
31707,"40,864","45,767","50,509","25,299"
31709,"35,726","40,013","47,146","16,019"
31711,"35,759","40,050","43,011",867
31712,"34,965","39,161","40,993","1,263"
31714,"27,658","30,977","40,490","6,474"
31716,"38,001","42,562","49,732","2,896"
31719,"30,202","33,826","42,343","10,977"
31720,"37,641","42,157","48,999",455
31721,"67,836","75,976","83,432","20,095"
31722,"32,456","36,351","48,739",494
31730,"37,014","41,456","46,810","9,682"
31733,"55,199","61,823","63,771","1,580"
31735,"33,050","37,016","45,056",817
31738,"33,526","37,549","49,166","2,102"
31743,"35,498","39,758","47,059",630
31744,"39,263","43,974","47,362","3,202"
31747,"32,456","36,351","48,739",281
31749,"29,891","33,478","41,705","2,783"
31750,"30,451","34,105","40,791","18,687"
31756,"45,433","50,884","55,345",966
31757,"37,171","41,631","50,287","10,451"
31763,"58,899","65,967","68,456","23,304"
31764,"34,475","38,612","46,224","1,296"
31765,"29,855","33,438","37,520","2,647"
31768,"32,659","36,578","44,738","23,617"
31771,"31,458","35,233","42,899","5,666"
31772,"35,750","40,040","44,947",482
31773,"46,156","51,695","57,290","3,729"
31774,"34,049","38,135","50,471","6,714"
31775,"31,353","35,116","38,987","2,979"
31778,"38,052","42,619","49,599","2,562"
31779,"35,429","39,680","43,786","9,927"
31780,"32,438","36,330","44,921","2,285"
31781,"34,540","38,685","46,721","1,752"
31783,"42,587","47,697","48,916","1,107"
31784,"39,800","44,576","46,587",781
31787,"40,714","45,600","65,109","1,488"
31788,"39,808","44,585","53,500","10,602"
31789,"33,785","37,839","45,774","1,236"
31790,"40,530","45,394","50,905","2,078"
31791,"37,693","42,217","49,508","12,354"
31792,"35,430","39,682","56,525","23,835"
31793,"43,511","48,732","51,863","9,043"
31794,"36,483","40,861","46,295","27,153"
31795,"43,525","48,748","57,979","2,010"
31796,"35,750","40,040","44,947","1,112"
31798,"35,542","39,807","50,559",983
31801,"40,760","45,652","48,719","3,008"
31803,"30,811","34,508","40,014","5,662"
31804,"77,075","86,324","95,031","5,934"
31805,"45,219","50,645","53,406","3,191"
31806,"32,689","36,612","45,798","4,962"
31807,"67,780","75,914","94,662","2,483"
31808,"70,197","78,621","93,301","6,679"
31810,"27,377","30,662","37,063",225
31811,"64,447","72,180","82,972","5,103"
31812,"32,032","35,875","42,441",565
31814,"32,891","36,838","41,439",272
31815,"32,526","36,429","41,017","3,675"
31816,"31,872","35,696","41,465","6,091"
31820,"73,748","82,597","94,757","8,473"
31821,"32,891","36,838","41,439",250
31822,"53,562","59,990","64,413","5,429"
31823,"47,018","52,660","49,320",754
31824,"23,789","26,644","37,875","1,838"
31825,"25,211","28,236","34,407","2,312"
31826,"41,901","46,930","49,144","2,350"
31827,"37,983","42,541","43,926","2,134"
31829,"78,706","88,150","101,437","1,370"
31830,"40,054","44,861","50,005","2,191"
31831,"63,258","70,849","87,440","3,095"
31832,"19,787","22,161","37,697",217
31833,"45,581","51,050","52,920","6,900"
31836,"34,886","39,072","47,034","1,154"
31901,"19,531","21,874","28,471","8,638"
31903,"24,295","27,211","30,794","20,128"
31904,"51,306","57,462","67,755","32,871"
31905,"94,607","105,959","107,990","16,044"
31906,"38,249","42,839","52,290","21,757"
31907,"38,710","43,355","47,266","48,170"
31909,"56,878","63,703","68,751","35,177"
32003,"86,777","97,190","103,806","27,126"
32008,"36,554","40,940","47,368","5,309"
32009,"62,643","70,160","69,165","3,325"
32011,"56,680","63,481","66,407","13,854"
32024,"43,185","48,368","54,603","18,706"
32025,"38,219","42,805","48,075","22,380"
32026,"41,433","46,405","52,852","1,959"
32033,"51,131","57,267","69,896","4,118"
32034,"56,569","63,358","74,029","24,637"
32038,"38,594","43,225","49,201","9,228"
32040,"50,848","56,950","64,183","7,604"
32043,"57,042","63,887","65,978","24,460"
32044,"43,890","49,157","54,914","2,060"
32046,"49,169","55,070","59,863","9,410"
32052,"4,558","5,105","6,681","1,087"
32053,"38,403","43,011","56,820","3,801"
32054,"38,547","43,173","49,811","12,075"
32055,"25,541","28,606","34,828","12,636"
32058,"46,607","52,200","50,740","4,251"
32059,"38,052","42,618","49,470","2,377"
32060,"32,973","36,929","41,245","18,175"
32061,"35,849","40,151","46,273",283
32062,"38,224","42,811","50,541","2,449"
32063,"48,590","54,421","60,128","13,429"
32064,"22,625","25,340","28,039","3,853"
32065,"65,307","73,144","71,550","32,770"
32066,"24,177","27,078","29,736","4,148"
32068,"52,497","58,797","58,284","42,973"
32071,"34,047","38,133","45,504","3,671"
32072,"43,913","49,183","48,623",324
32073,"58,012","64,973","71,877","38,920"
32079,"65,179","73,000","73,585",433
32080,"52,825","59,164","74,159","20,165"
32081,"64,656","72,415","80,812","4,524"
32082,"97,800","109,536","146,048","28,996"
32083,"13,854","15,516","15,082","1,342"
32084,"37,579","42,089","58,178","27,274"
32086,"49,689","55,651","64,186","24,546"
32087,"45,142","50,559","51,308","5,518"
32091,"27,394","30,682","34,034","9,797"
32092,"80,960","90,676","96,449","28,242"
32094,"36,941","41,374","48,740","2,540"
32095,"58,494","65,513","70,753","7,302"
32096,"31,391","35,157","38,293","2,620"
32097,"56,242","62,991","63,928","15,616"
32102,"35,910","40,220","47,119","2,565"
32110,"43,824","49,083","51,293","7,600"
32112,"29,545","33,091","39,303","7,713"
32113,"41,954","46,988","49,465","6,627"
32114,"25,454","28,509","31,571","32,084"
32117,"33,489","37,508","40,504","24,170"
32118,"44,206","49,510","59,421","16,961"
32119,"39,228","43,935","50,529","20,189"
32124,"65,868","73,772","79,042","5,986"
32127,"51,859","58,082","65,387","29,413"
32128,"71,113","79,647","89,950","16,910"
32129,"40,570","45,438","47,841","20,104"
32130,"42,046","47,092","58,107","5,474"
32131,"49,191","55,094","67,165","4,701"
32132,"39,360","44,083","50,192","7,265"
32133,"42,780","47,914","62,373",137
32134,"36,053","40,380","40,793","8,084"
32136,"50,734","56,823","79,105","7,080"
32137,"47,694","53,418","59,986","35,413"
32139,"27,249","30,519","40,981","1,129"
32140,"46,480","52,058","52,739","1,741"
32141,"47,440","53,133","54,973","17,603"
32145,"38,148","42,726","43,118","5,456"
32147,"42,336","47,416","50,045",593
32148,"37,477","41,975","42,363","11,201"
32157,"34,175","38,275","40,444",407
32159,"42,451","47,545","54,471","28,867"
32162,"53,356","59,758","64,499","45,180"
32164,"47,062","52,710","54,138","41,616"
32168,"47,190","52,852","58,078","23,642"
32169,"56,489","63,267","77,012","9,816"
32174,"51,232","57,379","70,956","47,552"
32176,"46,550","52,136","76,772","14,339"
32177,"29,934","33,526","39,061","23,128"
32179,"35,732","40,020","46,323","8,156"
32180,"41,601","46,594","54,058","4,218"
32181,"34,469","38,605","40,551","2,551"
32187,"40,114","44,928","48,853","1,713"
32189,"33,336","37,336","41,247","5,807"
32190,"40,945","45,858","54,083","1,170"
32193,"38,900","43,568","43,634",825
32195,"45,821","51,319","67,454","3,328"
32202,"12,082","13,532","22,756","7,915"
32204,"32,458","36,353","55,628","6,906"
32205,"40,722","45,609","54,250","28,225"
32206,"26,239","29,387","33,471","17,107"
32207,"43,304","48,500","62,344","33,306"
32208,"29,084","32,574","37,662","25,958"
32209,"23,838","26,698","33,576","34,305"
32210,"48,917","54,787","60,084","59,080"
32211,"43,766","49,018","52,631","30,501"
32212,"35,500","39,760","39,723","1,959"
32216,"49,681","55,643","60,138","34,876"
32217,"56,748","63,557","76,514","18,817"
32218,"52,036","58,280","59,756","53,473"
32219,"49,568","55,516","55,396","11,886"
32220,"49,868","55,852","58,309","12,946"
32221,"54,517","61,059","61,986","27,918"
32222,"55,409","62,058","62,261","8,691"
32223,"80,777","90,470","105,595","23,980"
32224,"62,346","69,827","84,538","38,934"
32225,"69,859","78,242","81,481","52,485"
32226,"70,998","79,518","83,619","15,761"
32227,"42,674","47,795","46,973","2,149"
32228,"42,674","47,795","46,973",314
32233,"54,349","60,871","67,479","23,673"
32234,"40,876","45,781","47,132","5,715"
32244,"49,429","55,361","56,046","57,369"
32246,"56,683","63,485","63,701","48,789"
32250,"59,844","67,025","78,791","25,356"
32254,"31,642","35,440","36,640","13,570"
32256,"60,486","67,744","79,800","38,483"
32257,"54,405","60,934","76,217","36,430"
32258,"80,372","90,016","86,708","26,759"
32259,"100,324","112,363","113,115","36,917"
32266,"61,175","68,516","89,502","7,037"
32277,"49,284","55,198","61,270","29,517"
32301,"32,905","36,854","42,533","29,321"
32303,"45,390","50,837","55,021","47,359"
32304,"14,507","16,248","20,404","36,661"
32305,"37,011","41,452","43,703","20,073"
32308,"60,887","68,194","75,698","21,586"
32309,"80,148","89,766","95,648","30,159"
32310,"33,187","37,169","41,597","17,402"
32311,"64,653","72,411","76,238","17,493"
32312,"92,630","103,746","113,702","31,869"
32317,"89,453","100,188","95,542","14,067"
32320,"29,797","33,372","44,607","3,858"
32321,"39,017","43,699","51,176","6,258"
32322,"6,061","6,788","7,202",576
32324,"33,635","37,671","43,565","5,445"
32327,"53,887","60,353","59,235","25,198"
32328,"41,388","46,354","52,683","3,149"
32330,"42,552","47,658","45,903",804
32331,"42,518","47,621","49,236","4,242"
32332,"31,178","34,919","41,412","1,642"
32333,"42,887","48,034","54,876","11,330"
32336,"40,716","45,602","48,875","1,391"
32340,"34,641","38,798","42,568","11,808"
32343,"46,445","52,018","50,817","3,044"
32344,"41,285","46,239","52,454","13,193"
32347,"40,194","45,017","55,039","8,057"
32348,"35,483","39,741","43,730","12,442"
32350,"43,810","49,067","56,195","1,417"
32351,"30,073","33,682","38,848","17,486"
32352,"34,750","38,920","45,479","6,638"
32355,"63,438","71,051","71,719",312
32356,"40,651","45,529","47,430",129
32359,"38,469","43,085","47,274","1,721"
32361,"39,861","44,644","48,792",252
32399,"33,571","37,600","39,851",2
32401,"35,777","40,070","45,938","22,647"
32403,"44,676","50,037","54,547","2,995"
32404,"50,703","56,788","56,606","38,425"
32405,"51,314","57,472","63,842","29,980"
32407,"49,268","55,180","62,043","9,347"
32408,"58,218","65,204","73,610","15,352"
32409,"44,291","49,606","54,939","8,691"
32410,"44,856","50,239","74,317",740
32413,"52,248","58,517","64,587","13,128"
32420,"41,087","46,018","47,880","2,144"
32421,"37,144","41,601","46,479","4,497"
32423,"41,976","47,013","45,654","1,264"
32424,"28,077","31,446","41,077","7,994"
32425,"26,125","29,260","33,023","11,384"
32426,"30,421","34,072","35,596",942
32427,"40,347","45,189","39,075","1,475"
32428,"32,126","35,981","42,749","15,851"
32430,"39,034","43,718","47,958","1,199"
